video_num,duration,comments,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jaw-dropping,OK,Obnoxious,Inspiring,tags,views
1534,958,1000,332,480,338,561,1150,786,142,881,37,68,52,18,26,7,"['health', 'health care', 'medical research', 'medicine', 'obesity', 'public health']",2459753
1535,1259,63,616,217,123,43,69,11,48,22,11,13,6,17,1,7,"['art', 'comedy', 'design', 'humor']",1168185
1536,1056,109,102,34,28,69,13,15,12,47,1,31,1,1,9,0,"['Bioethics', 'DNA', 'TEDx', 'activism', 'animals', 'biodiversity', 'biology', 'climate change', 'conservation', 'deextinction', 'environment', 'genetics', 'history', 'innovation', 'life', 'paleontology', 'science', 'synthetic biology']",554360
1537,596,223,25,72,11,13,93,60,73,122,22,53,10,6,14,8,"['robots', 'work']",1351691
1538,1237,1640,843,865,378,698,506,103,223,141,55,89,20,59,61,64,"['Asia', 'business', 'china', 'democracy', 'global issues', 'politics']",2449736
1539,978,85,95,35,59,158,58,12,28,41,10,11,5,10,1,0,"['TEDx', 'data', 'global issues', 'health', 'technology']",687669
1540,307,206,468,43,13,374,500,164,91,222,42,30,22,9,2,7,"['TED Fellows', 'computers', 'design', 'interface design', 'technology', 'virtual reality']",1772635
1541,527,129,392,381,501,27,289,48,3,3,52,29,3,5,2,0,"['children', 'entertainment', 'live music', 'music', 'performance', 'wunderkind']",5199008
1542,867,258,157,604,290,535,226,23,103,24,71,33,16,12,6,9,"['business', 'corruption', 'energy', 'global issues']",1570996
1543,742,308,297,195,50,224,66,188,76,31,164,50,10,3,8,6,"['architecture', 'design', 'materials']",1207550
1544,1201,130,58,26,145,11,93,39,72,22,16,34,25,9,25,2,"['Internet', 'animals', 'technology']",717979
1545,649,269,533,464,426,696,185,35,77,16,151,21,83,19,7,24,"['Internet', 'biology', 'cancer', 'disease', 'health', 'medical research', 'medicine', 'molecular biology', 'nanoscale', 'science', 'youth']",4538435
1546,501,230,269,135,297,575,331,322,52,72,93,80,40,134,17,24,"['culture', 'food', 'sex']",1836106
1547,888,186,262,300,65,280,203,20,6,4,124,15,36,12,4,3,"['animals', 'nature', 'sound']",1022050
1548,654,123,157,465,366,53,46,138,26,20,9,3,7,17,5,0,"['beauty', 'nature', 'photography', 'weather']",1223155
1549,841,239,515,1254,52,785,103,199,23,35,74,116,16,12,43,35,"['culture', 'happiness', 'travel', 'world cultures', 'writing']",3035515
1550,560,153,174,215,186,140,63,44,20,54,24,22,27,12,16,37,"['bacteria', 'biology', 'ecology', 'environment', 'green', 'microbes', 'microbiology', 'oceans', 'plastic', 'pollution', 'sanitation', 'science', 'youth']",1212774
1551,701,173,902,188,273,638,899,280,70,11,30,8,34,11,9,11,"['TEDx', 'creativity', 'live music', 'music']",8688241
1552,899,630,103,271,70,153,73,270,41,200,60,52,47,12,26,38,"['Senses', 'TEDx', 'behavioral economics', 'biology', 'brain', 'cognitive science', 'consciousness', 'humanity', 'identity', 'intelligence', 'mind', 'neuroscience', 'philosophy', 'psychology', 'religion', 'robots', 'science', 'self']",1332731
1553,705,169,168,173,68,98,15,37,5,24,10,5,12,10,21,8,"['design', 'entertainment', 'materials', 'technology']",686914
1554,377,107,99,6,448,297,208,43,36,10,11,16,3,3,0,0,"['children', 'health care', 'parenting']",1100997
1555,651,263,62,71,266,164,68,25,39,17,44,65,14,3,10,12,"['advertising', 'business', 'marketing', 'money', 'trust']",1068469
1556,331,295,32,541,562,223,12,8,7,64,26,7,94,33,14,27,"['culture', 'money']",1655352
1557,358,121,109,42,108,69,118,76,12,78,20,9,10,14,20,4,"['design', 'flight', 'industrial design', 'manufacturing', 'transportation']",1105500
1558,644,162,421,65,176,44,61,129,59,9,50,4,3,3,0,0,"['TEDMED', 'health', 'health care', 'medicine', 'peace']",1062701
1559,1108,78,28,15,45,35,31,18,76,10,78,74,20,45,19,6,"['creativity', 'entertainment', 'fear', 'film', 'theater']",959460
1560,476,121,30,134,123,37,128,16,96,49,8,22,8,5,4,4,"['TEDx', 'cars', 'children', 'data', 'health', 'medicine', 'sports', 'technology']",790591
1561,670,177,140,38,298,197,100,88,207,7,19,16,9,36,10,56,"['creativity', 'entertainment', 'music', 'technology']",2067955
1562,575,390,208,103,251,60,16,162,150,45,34,32,7,11,11,17,"['TEDx', 'culture', 'language', 'philosophy']",1423637
1563,543,180,64,78,273,177,170,77,173,28,166,115,30,14,17,26,"['Senses', 'creativity', 'design', 'sight', 'smell']",1469884
1564,490,90,152,28,13,93,241,129,28,12,46,9,6,10,2,0,"['Africa', 'culture', 'design', 'language', 'writing']",724180
1565,857,671,119,1481,742,588,1417,28,13,31,199,362,55,175,27,7,"['health', 'health care', 'mental health']",4058274
1566,1178,201,374,249,296,259,66,44,19,10,11,6,10,2,4,1,"['Autism spectrum disorder', 'TEDx', 'disability', 'live music', 'music']",1471722
1567,878,289,413,742,84,155,383,278,10,11,32,19,74,18,4,3,"['TEDx', 'corruption', 'culture', 'global issues', 'women in business']",1537390
1568,702,157,338,364,128,196,52,52,60,17,34,49,6,2,4,1,"['TEDx', 'architecture', 'disaster relief', 'materials', 'natural disaster']",1573440
1569,1306,419,964,2113,1134,472,422,105,34,13,144,60,207,99,31,33,"['biology', 'brain', 'cognitive science', 'consciousness', 'health', 'memory', 'mental health', 'mind', 'neuroscience', 'science']",6504999
1570,925,333,188,269,6,166,157,24,70,86,19,5,17,9,20,11,"['TEDx', 'animals', 'memory', 'neuroscience']",1044961
1571,616,186,358,23,111,195,49,46,36,5,22,16,19,2,2,0,"['culture', 'global issues', 'sports', 'violence', 'war']",5182832
1572,1037,202,523,284,502,100,339,117,124,56,14,11,11,50,10,7,"['humor', 'math']",2014461
1573,868,693,5248,1994,3904,510,4678,71,888,645,697,438,56,230,347,68,"['body language', 'health', 'psychology']",14566463
1574,924,554,87,409,611,162,187,204,64,165,189,112,38,27,24,16,"['business', 'economics', 'global issues', 'inequality', 'money']",1909640
1575,424,257,600,462,342,21,142,356,63,50,8,28,13,66,18,9,"['art', 'creativity', 'design', 'painting', 'photography']",2682427
1576,910,166,15,243,325,199,381,107,16,36,63,42,25,12,8,4,"['activism', 'animals', 'biodiversity', 'climate change', 'community', 'conservation', 'deextinction', 'ecology', 'environment', 'oceans', 'science', 'sustainability']",887823
1577,938,68,145,125,49,54,80,18,10,17,6,4,5,4,2,6,"['collaboration', 'design', 'museums']",780039
1578,944,90,287,79,12,67,86,19,23,125,43,17,7,0,0,0,"['Blindness', 'TEDx', 'books', 'choice', 'design', 'disability', 'sight', 'technology']",682353
1579,918,98,142,240,18,30,17,43,55,20,8,12,7,4,2,0,"['big problems', 'disease', 'global issues', 'history', 'insects']",1118305
1580,527,285,418,1873,1864,714,146,1660,84,143,411,221,19,21,35,79,"['crime', 'entertainment']",15283242
1581,1046,133,812,134,22,278,274,25,65,110,17,97,14,47,41,6,"['crime', 'finance', 'technology']",1397126
1582,957,253,719,553,1128,21,144,589,225,83,54,13,29,19,10,27,"['agriculture', 'animals', 'bees', 'big problems', 'biodiversity', 'botany', 'climate change', 'conservation', 'ecology', 'environment', 'food', 'garden', 'green', 'history', 'insects', 'plants', 'pollution', 'science', 'sustainability']",2436104
1583,475,99,196,165,34,155,12,20,60,49,46,10,7,3,1,0,"['TED Fellows', 'algorithm', 'complexity', 'data', 'technology']",1085152
1584,542,463,511,473,334,200,297,59,396,37,11,52,41,10,7,12,"['Bioethics', 'activism', 'agriculture', 'animals', 'conservation', 'environment', 'fashion', 'food', 'future', 'global issues', 'innovation', 'materials', 'medical research', 'molecular biology', 'science', 'social change', 'sustainability', 'synthetic biology']",1151214
1585,1085,253,4,98,157,153,81,45,35,32,58,19,68,20,9,6,"['cities', 'global issues', 'politics']",719821
1586,1056,520,1199,289,1369,382,145,552,273,99,24,46,34,46,58,32,"['Bioethics', 'brain', 'cognitive science', 'crime', 'medical research', 'memory', 'mental health', 'mind', 'morality', 'neuroscience', 'psychology', 'science', 'sight']",3338820
1587,1113,193,347,329,179,154,514,50,19,258,25,12,52,46,10,6,"['curiosity', 'education', 'humor', 'mind', 'neuroscience', 'science', 'student', 'teaching']",1836382
1588,590,127,270,171,241,68,187,59,23,36,1,45,49,12,17,2,"['TEDx', 'global issues', 'government', 'philosophy', 'trust']",1469734
1589,1120,313,273,660,470,37,199,59,55,64,118,60,54,33,12,13,"['culture', 'education']",2991225
1590,660,565,2309,21,54,62,740,1455,364,122,535,32,110,124,18,5,"['TEDx', 'depression', 'mental health', 'suicide', 'youth']",2954036
1591,940,441,495,625,100,42,171,42,325,182,90,71,163,69,36,19,"['ancient world', 'entertainment', 'history', 'storytelling', 'war']",3665885
1592,834,169,221,213,91,90,27,43,108,76,58,31,33,17,25,6,"['death', 'world cultures']",1538661
1593,1047,404,248,224,760,1717,814,580,104,549,153,16,94,80,43,73,"['algorithm', 'culture', 'data', 'love', 'technology']",6298610
1594,725,133,78,256,438,116,131,42,123,33,79,4,11,5,3,21,"['art', 'beauty', 'creativity', 'demo', 'film', 'microbiology', 'nanoscale', 'photography', 'physics', 'science', 'science and art', 'sound']",1789403
1595,603,266,140,106,162,171,53,18,75,8,48,30,15,26,4,28,"['NASA', 'astronomy', 'space', 'technology']",1507409
1596,988,218,252,290,55,416,99,216,89,33,45,75,26,17,9,6,"['Debate', 'big problems', 'business', 'social change']",1573620
1597,877,395,277,482,441,127,166,33,57,42,89,20,59,13,3,9,"['Debate', 'business', 'social change']",1684720
1598,842,148,148,289,207,172,182,41,49,17,40,26,11,2,4,0,"['architecture', 'cities', 'design', 'infrastructure', 'transportation']",925046
1599,645,147,91,189,49,17,100,52,37,38,6,13,5,4,9,3,"['Foreign Policy', 'Iran', 'Middle East', 'global issues', 'government', 'peace', 'politics']",740772
1600,848,268,198,229,181,275,195,98,40,23,2,10,8,10,16,1,"['disease', 'health', 'medicine', 'violence']",734171
1601,715,64,104,74,54,22,52,37,47,19,6,17,7,12,7,4,"['culture', 'literature', 'social media', 'storytelling', 'technology', 'writing']",1000495
1602,1016,124,10,19,41,12,55,92,243,272,310,33,15,9,21,19,"['cities', 'culture', 'design', 'transportation']",1041732
1603,924,124,214,152,169,29,6,45,32,19,12,28,25,7,7,8,"['culture', 'death', 'health care', 'life']",986726
1604,1018,195,559,178,219,305,13,36,13,279,131,16,5,32,43,4,"['cities', 'creativity', 'culture', 'design', 'photography']",1463086
1605,900,134,632,205,336,20,99,44,97,22,74,6,16,10,42,20,"['business', 'policy', 'privacy', 'social media', 'technology']",1305155
1606,546,165,656,233,255,45,265,87,197,63,43,45,14,41,56,11,"['art', 'culture', 'dance', 'identity', 'performance art']",2663827
1607,798,143,231,283,184,44,32,21,41,14,17,14,3,7,10,0,"['business', 'culture', 'design', 'global issues', 'sustainability']",1041748
1608,693,207,97,180,66,56,58,95,14,13,11,7,12,12,9,3,"['Africa', 'business', 'economics', 'global issues']",1204089
1609,791,227,301,328,265,204,157,27,48,21,109,116,109,63,73,26,"['books', 'culture', 'literature', 'love', 'relationships', 'sex', 'writing']",2158038
1610,850,207,108,443,63,59,43,318,29,58,84,7,18,12,4,14,"['String theory', 'TEDx', 'dark matter', 'energy', 'exploration', 'nanoscale', 'physics', 'science', 'universe']",1644420
1611,464,84,166,70,70,52,105,78,29,14,3,13,4,13,6,3,"['Africa', 'TED Fellows', 'architecture', 'design']",999700
1612,844,262,36,141,11,281,261,53,41,61,27,37,121,32,109,21,"['business', 'economics', 'finance', 'government', 'innovation', 'investment', 'technology', 'women in business']",816687
1613,821,130,182,84,57,24,74,29,5,23,3,12,5,2,1,0,"['Anthropocene', 'TEDx', 'agriculture', 'biology', 'botany', 'ecology', 'farming', 'food', 'plants', 'science']",618471
1614,721,194,178,295,19,111,139,83,83,90,63,27,52,36,17,2,"['communication', 'culture', 'entertainment', 'storytelling', 'technology']",1245695
1615,531,172,157,121,40,85,71,151,39,28,7,28,5,17,10,3,"['adventure', 'disaster relief', 'nuclear energy']",1108528
1616,508,167,353,161,145,38,109,159,23,36,93,63,44,15,33,17,"['Asia', 'culture', 'demo', 'invention']",2290464
1617,1072,286,833,327,193,364,156,63,16,9,40,6,14,50,8,3,"['business', 'global issues', 'innovation', 'narcotics', 'terrorism']",2225283
1618,472,148,297,90,277,180,120,67,97,9,26,28,19,16,5,10,"['anthropology', 'business', 'culture', 'sanitation']",1628594
1619,863,156,241,245,316,82,51,186,9,29,50,18,18,3,5,0,"['animals', 'biology', 'biotech', 'brain', 'cyborg', 'disability', 'health care', 'innovation', 'medical research', 'medicine', 'neuroscience', 'science', 'technology']",926295
1620,1158,515,702,495,431,52,145,154,196,31,15,42,47,36,11,10,"['Internet', 'Surveillance', 'computers', 'global issues', 'security', 'technology', 'terrorism']",1535238
1621,384,325,898,1050,37,796,125,234,194,34,451,243,115,17,34,20,"['entertainment', 'magic', 'math']",4376218
1622,983,833,101,28,26,434,47,281,175,27,132,51,413,48,59,9,"['Africa', 'Asia', 'china', 'democracy', 'economics', 'global issues', 'infrastructure', 'politics']",2060055
1623,700,100,116,108,331,71,26,69,22,51,58,6,12,3,2,3,"['Blindness', 'Senses', 'agriculture', 'design', 'sight', 'urban planning']",970048
1624,541,209,72,19,139,151,100,10,33,317,67,51,6,2,2,1,"['Africa', 'entrepreneur', 'global issues', 'innovation', 'peace', 'violence']",1017789
1625,776,126,13,148,141,119,56,28,30,2,24,6,1,4,4,4,"['health', 'health care', 'medical research', 'public health']",848735
1626,438,147,398,96,22,6,21,7,17,41,77,82,66,19,23,6,"['entertainment', 'gaming', 'performance']",1154880
1627,810,138,115,121,99,56,108,10,10,2,9,8,5,0,0,0,"['animals', 'drones', 'global issues', 'sustainability']",599368
1628,830,177,36,182,18,72,71,150,129,23,52,12,3,3,1,3,"['Africa', 'Natural resources', 'animals', 'biodiversity', 'botany', 'climate change', 'conservation', 'drones', 'ecology', 'environment', 'green', 'map', 'mining', 'nature', 'photography', 'plants', 'science', 'technology', 'trees', 'visualizations', 'weather']",692579
1629,621,224,105,312,151,114,67,112,56,24,27,6,13,5,3,3,"['TEDx', 'culture', 'disability', 'technology']",1203523
1630,553,291,68,229,182,37,118,9,148,81,16,4,22,3,2,2,"['drones', 'infrastructure', 'technology', 'transportation']",992489
1631,569,258,155,225,229,566,64,35,13,29,10,195,127,10,41,1,"['brain', 'cognitive science', 'consciousness', 'intelligence', 'memory', 'mind', 'neuroscience', 'productivity', 'psychology', 'science']",2030203
1632,1091,182,225,76,24,16,100,68,25,97,4,19,52,16,5,5,"['aging', 'culture', 'social change']",923663
1633,811,992,476,1362,1404,270,370,274,96,40,107,85,37,25,56,115,"['Brazil', 'brain', 'evolution', 'neuroscience']",2454860
1634,870,582,1732,3065,662,418,168,111,211,219,101,69,22,62,19,27,"['culture', 'faith', 'happiness']",5893321
1635,603,217,13,86,20,102,84,97,40,15,21,7,1,5,5,3,"['business', 'economics', 'social change']",921788
1636,803,247,274,355,418,219,161,31,6,39,3,13,33,7,9,8,"['TEDx', 'biology', 'illness', 'medical research']",1511694
1637,359,507,249,338,773,442,116,75,151,180,55,69,27,5,21,12,"['entertainment', 'journalism', 'media', 'news', 'politics']",1822907
1638,268,162,145,152,58,77,16,64,18,13,18,18,2,3,10,3,"['TED Fellows', 'adventure', 'exploration', 'oceans', 'open-source', 'robots', 'technology']",1225960
1639,857,253,162,396,135,202,302,30,5,58,37,83,11,31,8,14,"['South America', 'cities', 'design', 'infrastructure', 'sustainability']",871452
1640,899,265,81,7,776,553,205,75,61,100,68,36,6,8,8,5,"['Africa', 'culture', 'nature']",1585575
1641,731,156,174,114,521,136,38,49,193,48,20,3,7,1,30,3,"['Africa', 'architecture', 'sustainability']",900115
1642,482,80,21,144,93,23,84,28,66,4,6,7,2,9,1,1,"['TEDYouth', 'exploration']",666996
1643,933,594,190,154,34,239,270,664,250,422,163,63,127,46,33,11,"['TEDx', 'culture', 'death', 'history', 'humanity', 'philosophy']",2255033
1644,683,89,515,168,40,114,20,84,22,19,74,36,14,16,25,11,"['consumerism', 'culture', 'transportation']",1430350
1645,708,178,46,16,24,83,47,12,50,9,11,27,5,3,8,3,"['business', 'cities', 'culture', 'infrastructure']",826744
1646,756,114,286,53,130,68,135,63,60,31,9,7,7,12,12,1,"['economics', 'infrastructure', 'technology']",1429564
1647,1761,767,3178,4031,1253,2227,34,1710,171,442,282,145,30,30,142,112,"['TEDx', 'culture', 'depression', 'medicine', 'mental health', 'suicide']",7265611
1648,595,137,164,108,53,29,95,19,28,20,20,8,1,4,2,1,"['design', 'innovation']",954702
1649,995,782,238,1103,846,578,663,96,111,96,131,138,87,40,21,37,"['TEDx', 'behavioral economics', 'psychology']",3213217
1650,935,372,377,1947,949,371,218,224,206,50,46,22,70,16,10,19,"['aging', 'culture', 'extreme sports', 'goal-setting']",4548115
1651,915,99,54,72,311,113,22,16,106,70,144,27,5,9,5,1,"['cities', 'health', 'obesity']",1514912
1652,853,683,2111,2779,3420,1107,269,180,580,175,97,50,22,14,9,5,"['comedy', 'entertainment', 'humor', 'women']",8879917
1653,852,345,470,245,124,160,135,79,103,26,82,21,33,33,41,11,"['TEDx', 'culture', 'language', 'poetry']",1233104
1654,669,158,190,43,112,368,808,117,20,10,13,46,2,9,4,2,"['business', 'cancer', 'finance', 'medical research', 'medicine', 'pharmaceuticals']",904210
1655,762,534,1838,835,1026,128,215,206,42,53,48,168,352,65,70,30,"['health', 'neuroscience', 'obesity']",4102503
1656,620,77,95,25,57,50,97,100,23,16,11,16,32,19,2,1,"['TEDx', 'books', 'computers', 'history', 'library', 'map', 'technology']",1187105
1657,389,140,211,224,164,229,47,58,11,39,47,11,10,14,3,6,"['TED Fellows', 'entertainment', 'music', 'technology']",1284510
1658,838,132,133,154,101,27,46,222,129,44,17,7,25,5,31,6,"['business', 'sustainability']",1531497
1659,830,170,356,453,211,257,28,101,154,23,17,1,11,6,4,1,"['Bioethics', 'Vaccines', 'biology', 'biotech', 'demo', 'disease', 'future', 'health', 'health care', 'illness', 'innovation', 'medical research', 'medicine', 'microbiology', 'nanoscale', 'pharmaceuticals', 'product design', 'public health', 'science', 'technology']",1004872
1660,1016,157,453,179,34,23,124,92,31,22,15,30,38,8,12,12,"['Gender equality', 'feminism', 'leadership', 'women', 'women in business', 'work']",2133100
