card_id,playerClass,type,name,cost,attack,health,rarity,durability,collectible,race,set,text,flavor,targeting_arrow_text,
BRMA12_2H,NEUTRAL,HERO_POWER,Brood Affliction,0,,,,,,,BRM,"<b>Hero Power</b>
At the end of your turn, add a Brood Affliction card to your opponent's hand.",,,
CFM_630,ROGUE,SPELL,Counterfeit Coin,0,,,RARE,,TRUE,,GANGS,Gain 1 Mana Crystal this turn only.,There is something funny about this coin?can't quite put my finger on it?,,
EX1_246,SHAMAN,SPELL,Hex,3,,,FREE,,TRUE,,CORE,Transform a minion into a 0/1 Frog with <b>Taunt</b>.,"If you Hex a Murloc... it really isn't much of a change, is it?",,
EX1_582,NEUTRAL,MINION,Dalaran Mage,3,1,4,COMMON,,TRUE,,CORE,<b>Spell Damage +1</b>,You don't see a lot of Dalaran warriors.,,
KAR_036e,NEUTRAL,ENCHANTMENT,Eating,,,,,,,,KARA,Increased Health.,,,
EX1_166a,DRUID,SPELL,Moonfire,0,,,,,,,EXPERT1,Deal 2 damage.,,,
AT_003,MAGE,MINION,Fallen Hero,2,3,2,RARE,,TRUE,,TGT,Your Hero Power deals 1 extra damage.,And he can't get up.,,
BRMA02_2_2c_TB,NEUTRAL,SPELL,Jeering Crowd,0,,,,,,,TB,Summon a 1/1 Spectator with <b>Taunt</b>.,,,
CFM_621t30,NEUTRAL,SPELL,Kingsblood,10,,,,,,,GANGS,Draw 3 cards.,,,
KARA_08_04,NEUTRAL,SPELL,Empowerment,2,,,,,,,KARA,Give your hero +8 Attack this turn.,,,
CFM_666,NEUTRAL,MINION,Grook Fu Master,5,3,5,COMMON,,TRUE,,GANGS,<b>Windfury</b>,"Grook Fu, the ancient Hozen art of bashing heads with a stick.",,
BRMA14_4H,NEUTRAL,HERO_POWER,Activate Toxitron,2,,,,,,,BRM,"<b>Hero Power</b>
Activate Toxitron!",,,
EX1_066,NEUTRAL,MINION,Acidic Swamp Ooze,2,3,2,COMMON,,TRUE,,CORE,<b>Battlecry:</b> Destroy your opponent's weapon.,Oozes love Flamenco.  Don't ask.,,
GVG_030ae,DRUID,ENCHANTMENT,Attack Mode,,,,,,,,GVG,+1 Attack.,,,
EX1_166b,DRUID,SPELL,Dispel,0,,,,,,,EXPERT1,<b>Silence</b> a minion.,,,
AT_097,NEUTRAL,MINION,Tournament Attendee,1,2,1,COMMON,,TRUE,,TGT,<b>Taunt</b>,He was so excited to get season tickets to this year's Grand Tournament.  He normally doesn't get them at first and has to buy them from Ogre scalpers.,,
KAR_036,NEUTRAL,MINION,Arcane Anomaly,1,2,1,COMMON,,TRUE,,KARA,"Whenever you cast a spell, give this minion
+1 Health.","He used to get work as a Spatial Anomaly, but he got tired of having his polarity reversed.",,
CRED_23,NEUTRAL,MINION,Christopher Yim,4,6,5,LEGENDARY,,,,CREDITS,"<b>Battlecry:</b> Your emotes are now spoken in ""Radio Voice.""",,,
NEW1_024,NEUTRAL,MINION,Captain Greenskin,5,5,4,LEGENDARY,,TRUE,PIRATE,EXPERT1,<b>Battlecry:</b> Give your weapon +1/+1.,He was <i>this close</i> to piloting a massive juggernaut into Stormwind Harbor. If it weren't for those pesky kids!,,
OG_096,PRIEST,MINION,Twilight Darkmender,5,6,5,RARE,,TRUE,,OG,"<b>Battlecry:</b> If your C'Thun  has at least 10 Attack, restore 10 Health to your hero.","First she separates them from the lights, washes them in cold water, and hang-dries.",,
LOE_053,NEUTRAL,MINION,Djinni of Zephyrs,5,4,6,EPIC,,TRUE,,LOE,"After you cast a spell on another friendly minion, cast a copy of it on this one.","If you want your wish granted, don't rub him the wrong way.",,
XXX_108,NEUTRAL,MINION,Set all minions to 1 health,0,0,0,COMMON,,,,CHEAT,"Set every minion's health to 1, and then explode in nothingness.",,,
EX1_103e,NEUTRAL,ENCHANTMENT,Mrghlglhal,,,,,,,,EXPERT1,+2 Health.,,,
CS2_049_H1_AT_132,SHAMAN,HERO_POWER,Totemic Slam,2,,,,,,,HERO_SKINS,"<b>Hero Power</b>
Summon a Totem of your choice.",,,
CFM_853e,NEUTRAL,ENCHANTMENT,Smuggling,,,,,,,,GANGS,+1/+1 from Grimestreet Smuggler.,,,
CS2_221e,NEUTRAL,ENCHANTMENT,Sharp!,,,,,,,,EXPERT1,+2 Attack from Spiteful Smith.,,,
AT_125,NEUTRAL,MINION,Icehowl,9,10,10,LEGENDARY,,TRUE,,TGT,"<b>Charge</b>
Can't attack heroes.",This massive yeti just closes his eyes and charges at the nearest target.  The nearest Target is a couple blocks away and has sick deals on skateboards.,,
EX1_564,NEUTRAL,MINION,Faceless Manipulator,5,3,3,EPIC,,TRUE,,EXPERT1,<b>Battlecry:</b> Choose a minion and become a copy of it.,"The Faceless Ones are servants of Yogg-Saron, and they feed on fear. Right now they are feeding on your fear of accidentally disenchanting all your good cards.",Become a copy of a minion.,
GVG_041,DRUID,SPELL,Dark Wispers,6,,,EPIC,,TRUE,,GVG,<b>Choose One -</b> Summon 5 Wisps; or Give a minion +5/+5 and <b>Taunt</b>.,Don't worry; we fired the person who named this card.,,
CFM_661e,PRIEST,ENCHANTMENT,Shrunk,,,,,,,,GANGS,-3 Attack this turn.,,,
AT_119e,NEUTRAL,ENCHANTMENT,Inspired,,,,,,,,TGT,Increased stats.,,,
BRM_010t,DRUID,MINION,Druid of the Flame,3,5,2,COMMON,,,BEAST,BRM,,,,
TB_CoOpBossSpell_5,NEUTRAL,SPELL,Double Zap,0,,,,,,,TB,Deal Attack damage to both players.,,,
CFM_750,WARLOCK,MINION,Krul the Unshackled," they said. """"You get to enslave demons"," they said.""",DEMON,,,,,GANGS,"[x]<b>Battlecry:</b> If your deck has
no duplicates, summon all
 Demons from your hand.?,9,7,9,LEGENDARY,True,Spicklefizz pondered his life choices as he looked at the chain around his neck. """"Become a warlock",,,
EX1_130a,PALADIN,MINION,Defender,1,2,1,COMMON,,,,EXPERT1,,,,
NAX10_02H,NEUTRAL,WEAPON,Hook,3,4,,,8,,,NAXX,"<b>Windfury</b>
<b>Deathrattle:</b> Put this weapon into your hand.",,,
EX1_622,PRIEST,SPELL,Shadow Word: Death,3,,,COMMON,,TRUE,,CORE,Destroy a minion with 5 or more Attack.,"If you miss, it leaves a lightning-bolt-shaped scar on your target.",,
EX1_577,NEUTRAL,MINION,The Beast,6,9,7,LEGENDARY,,TRUE,BEAST,EXPERT1,<b>Deathrattle:</b> Summon a 3/3 Finkle Einhorn for your opponent.,He lives in Blackrock Mountain.  He eats Gnomes.  That's pretty much it.,,
AT_132_WARRIOR,WARRIOR,HERO_POWER,Tank Up!,2,,,,,,,TGT,"<b>Hero Power</b>
Gain 4 Armor.",,,
LOEA09_12,NEUTRAL,MINION,Hungry Naga,4,2,1,,,,,LOE,,,,
CFM_621t28,NEUTRAL,SPELL,Netherbloom,10,,,,,,,GANGS,Summon an 8/8 Demon.,,,
KAR_a10_Boss1H_TB,NEUTRAL,HERO,White King,,,10,,,,,TB,,,,
DREAM_03,DREAM,MINION,Emerald Drake,4,7,6,,,,DRAGON,EXPERT1,,,,
GVG_092t,NEUTRAL,MINION,Chicken,1,1,1,,,,BEAST,GVG,,,,
KARA_08_02eH,NEUTRAL,ENCHANTMENT,Nether Rage,,,,,,,,KARA,+8 Attack.,,,
CFM_621t17,NEUTRAL,SPELL,Stonescale Oil,5,,,,,,,GANGS,Gain 7 Armor.,,,
TB_BlingBrawl_Hero1e,ROGUE,ENCHANTMENT,Sharpened,,,,,,,,TB,+1 Attack,,,
BRMA13_7,NEUTRAL,MINION,Whirling Ash,0,4,5,,,,,BRM,<b>Windfury</b>,,,
KAR_097,NEUTRAL,MINION,"Medivh, the Guardian",8,7,7,LEGENDARY,,TRUE,,KARA,"<b>Battlecry:</b> Equip Atiesh, Greatstaff of the Guardian.","If you think the party's great now, just wait 'til he invites the orcs over!",,
KARA_00_09,MAGE,SPELL,Mage Armor,1,,,,,,,KARA,Gain 10 Armor.,,,
KARA_08_02H,NEUTRAL,HERO_POWER,Nether Rage,1,,,,,,,KARA,"<b>Hero Power</b>
Give your hero +8 Attack this turn.",,,
TB_KTRAF_H_2,NEUTRAL,HERO,Rafaam,,,60,FREE,,,,TB,,,,
NAX4_03H,NEUTRAL,MINION,Skeleton,5,5,5,,,,,NAXX,,,,
KARA_07_03heroic,NEUTRAL,SPELL,Murlocs Escaping!,1,,,,,,,KARA,Summon two random Murlocs.,,,
CFM_690,ROGUE,SPELL,Jade Shuriken,2,,,COMMON,,TRUE,,GANGS,"Deal $2 damage.
<b>Combo:</b> Summon a{1} {0} <b>Jade Golem</b>.","Good news is, after you remove it from your wound, you can use it to pay your medical bills!",,
GVG_104,NEUTRAL,MINION,Hobgoblin,3,2,3,EPIC,,TRUE,,GVG,"Whenever you play a 1-Attack minion, give it +2/+2.",Hobgoblins are meeting next week to discuss union benefits.  First on the list: dental plan.,,
OG_321,NEUTRAL,MINION,Crazed Worshipper,5,3,6,EPIC,,TRUE,,OG,"<b>Taunt.</b> Whenever this minion takes damage, give your C'Thun +1/+1 <i>(wherever it is).</i>",Every month they share a pancake breakfast with the Perfectly Rational Worshippers.,,
EX1_409e,WARRIOR,ENCHANTMENT,Upgraded,,,,,,,,EXPERT1,+1 Attack and +1 Durability.,,,
CFM_621t18,NEUTRAL,SPELL,Felbloom,5,,,,,,,GANGS,Deal $4 damage to all minions.,,,
EX1_302,WARLOCK,SPELL,Mortal Coil,1,,,COMMON,,TRUE,,CORE,"Deal $1 damage to a minion. If that kills it, draw a card.","If your spells look like horrifying skulls, let's be honest, you should get to draw some cards.",,
CFM_699,WARLOCK,MINION,Seadevil Stinger,4,4,2,RARE,,TRUE,MURLOC,GANGS,"[x]<b>Battlecry:</b> The next Murloc
you play this turn costs
 Health instead of Mana.",Pretty harmless unless you're a Seadevil.,,
OG_295,NEUTRAL,MINION,Cult Apothecary,5,4,4,COMMON,,TRUE,,OG,"<b>Battlecry:</b> For each enemy minion, restore 2 Health to your hero.",Cults need pharmacists too.,,
BRM_002,MAGE,MINION,Flamewaker,3,2,4,RARE,,TRUE,,BRM,"After you cast a spell, deal 2 damage randomly split among all enemies.","Flamewakers HATE being confused for Flamewalkers. They just wake up fire, they don’t walk on it. Walking on fire is CRAZY.",,
AT_068e,WARRIOR,ENCHANTMENT,Bolstered,,,,,,,,TGT,1,,,
CS2_049_H1,SHAMAN,HERO_POWER,Totemic Call,2,,,FREE,,,,HERO_SKINS,"<b>Hero Power</b>
Summon a random Totem.",,,
FP1_008,NEUTRAL,MINION,Spectral Knight,5,4,6,COMMON,,TRUE,,NAXX,Can't be targeted by spells or Hero Powers.,What do Faerie Dragons and Spectral Knights have in common?  They both love pasta!,,
XXX_096,NEUTRAL,MINION,AI Buddy - Damage Own Hero 5,0,1,1,,,,,CHEAT,Spawn into play to smack your own hero for 5.,,,
EX1_169,DRUID,SPELL,Innervate,0,,,FREE,,TRUE,,CORE,Gain 2 Mana Crystals this turn only.,"Some druids still have flashbacks from strangers yelling ""Innervate me!!"" at them.",,
KAR_030a,NEUTRAL,MINION,Pantry Spider,3,1,3,COMMON,,TRUE,BEAST,KARA,"<b>Battlecry:</b> Summon a
1/3 Spider.","You have to admit, they make a cute couple.",,
XXX_100,NEUTRAL,MINION,Yogg-Saron Test (Manual),0,7,5,LEGENDARY,,,,CHEAT,<b>Battlecry:</b> Cast each spell you've cast this game <i>(targets chosen randomly)</i>.,,,
BRMA09_2,NEUTRAL,HERO_POWER,Open the Gates,2,,,,,,,BRM,"<b>Hero Power</b>
Summon three 1/1 Whelps. Get a new Hero Power.",,,
TB_ClassRandom_PickSecondClass,NEUTRAL,ENCHANTMENT,Pick your second class,,,,,,,,TB,,,,
KAR_075,DRUID,SPELL,Moonglade Portal,6,,,RARE,,TRUE,,KARA,"Restore #6 Health. Summon a random
6-Cost minion.",Ain't no party like a Moonglade party ‘cause a Moonglade party got bears.,,
LOE_116,WARLOCK,MINION,Reliquary Seeker,1,1,1,RARE,,TRUE,,LOE,"<b>Battlecry:</b> If you have 6 other minions, gain +4/+4.",The Reliquary considers itself the equal of the League of Explorers.  The League of Explorers doesn't.,,
BRMA07_2_2_TB,NEUTRAL,HERO_POWER,ME SMASH,2,,,,,,,TB,"<b>Hero Power</b>
Destroy a random enemy minion.",,,
TB_Superfriends001e,ROGUE,ENCHANTMENT,Facilitated,,,,,,,,TB,The next legend you cast this turn costs (3) less.,,,
CS2_102_H1,WARRIOR,HERO_POWER,Armor Up!,2,,,FREE,,,,HERO_SKINS,"<b>Hero Power</b>
Gain 2 Armor.",,,
NAX15_04a,NEUTRAL,ENCHANTMENT,Slave of Kel'Thuzad,,,,,,,,NAXX,MINE!,,,
OG_254e,NEUTRAL,ENCHANTMENT,Secretly Sated,,,,,,,,OG,Increased stats.,,,
NAX11_03,NEUTRAL,MINION,Fallout Slime,1,2,2,,,,,NAXX,,,,
BRMA05_3e,NEUTRAL,ENCHANTMENT,Living Bomb,,,,,,,,BRM,"On Geddon's turn, deal 5 damage to all of your stuff.",,,
AT_014,PRIEST,MINION,Shadowfiend,3,3,3,EPIC,,TRUE,,TGT,"Whenever you draw a card, reduce its Cost by (1).","Hopes to be promoted to ""Shadowfriend"" someday.",,
OG_281,NEUTRAL,MINION,Beckoner of Evil,2,2,3,COMMON,,TRUE,,OG,<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>,"Here, Evil!  C'mon boy!",,
LOEA01_02,NEUTRAL,HERO_POWER,Blessings of the Sun,0,,,,,,,LOE,"<b>Passive Hero Power</b>
Whoever controls the Rod of the Sun is <b>Immune.</b>",,,
OG_034,NEUTRAL,MINION,Silithid Swarmer,3,3,5,RARE,,TRUE,BEAST,OG,Can only attack if your hero attacked this turn.,"If your hero doesn't attack, it's just ""Silithid Loner"".",,
EX1_155,DRUID,SPELL,Mark of Nature,3,,,COMMON,,TRUE,,EXPERT1,<b>Choose One -</b> Give a minion +4 Attack; or +4 Health and <b>Taunt</b>.,"Druids call it the ""Mark of Nature.""  Everyone else calls it ""needing a bath.""",,
GVG_036e,SHAMAN,ENCHANTMENT,Powered,,,,,,,,GVG,1,,,
CFM_342e,ROGUE,ENCHANTMENT,Looted Blade,,,,,,,,GANGS,1,,,
KARA_07_03,NEUTRAL,SPELL,Murloc Escaping!,1,,,,,,,KARA,Summon a random Murloc.,,,
GVG_038,SHAMAN,SPELL,Crackle,2,,,COMMON,,TRUE,,GVG,Deal $3-$6 damage. <b>Overload:</b> (1),Snap! This card! Pop!,,
TB_011,NEUTRAL,SPELL,Tarnished Coin,0,,,,,,,TB,Gain 1 Mana Crystal this turn only.,,,
BRMA14_1,NEUTRAL,HERO,Omnotron Defense System,,,30,,,,,BRM,,,,
GVG_043,HUNTER,WEAPON,Glaivezooka,2,2,,COMMON,2,TRUE,,GVG,<b>Battlecry:</b> Give a random friendly minion +1 Attack.,For the times when a regular bazooka just isn't enough.,,
CS2_088,PALADIN,MINION,Guardian of Kings,7,5,6,COMMON,,TRUE,,CORE,<b>Battlecry:</b> Restore 6 Health to your hero.,Holy beings from the beyond are so clich?,,
EX1_411e,WARRIOR,ENCHANTMENT,Bloodrage,,,,,,,,EXPERT1,No durability loss.,,,
LOEA05_02,NEUTRAL,HERO_POWER,Trogg Hate Minions!,0,,,,,,,LOE,"<b>Passive Hero Power</b>
 Enemy minions cost (2) more. Swap at the start of your turn.",,,
NAX12_03H,NEUTRAL,WEAPON,Jaws,1,3,,,5,,,NAXX,"Whenever a minion with <b>Deathrattle</b> dies, gain +2 Attack.",,,
GVG_077,WARLOCK,MINION,Anima Golem,6,9,9,EPIC,,TRUE,MECHANICAL,GVG,"At the end of each turn, destroy this minion if it's your only one.",The Dark Animus is evil and mysterious and huge and unable to write sentences that utilize proper grammar.,,
LOEA10_2,NEUTRAL,HERO_POWER,Mrglmrgl MRGL!,0,,,,,,,LOE,"<b>Hero Power</b>
Draw cards until you have as many in hand as your opponent.",,,
GVG_117,NEUTRAL,MINION,Gazlowe,6,3,6,LEGENDARY,,TRUE,,GVG,"Whenever you cast a 1-mana spell, add a random Mech to your hand.","Gazlowe was voted ""Most Likely to Explode"" in high school.",,
CFM_685e,NEUTRAL,ENCHANTMENT,Smuggling,,,,,,,,GANGS,+5/+5 from Don Han'Cho.,,,
EX1_046,NEUTRAL,MINION,Dark Iron Dwarf,4,4,4,COMMON,,TRUE,,EXPERT1,<b>Battlecry:</b> Give a minion +2 Attack this turn.,"Guardians of Dark Iron Ore.  Perhaps the most annoying ore, given where you have to forge it.",Give +2 Attack.,
KAR_204,PRIEST,MINION,Onyx Bishop,5,3,4,RARE,,TRUE,,KARA,<b>Battlecry:</b> Summon a friendly minion that died this game.,"B4 is a nice place to visit, but he wouldn't want to live there.",,
GVG_019,WARLOCK,SPELL,Demonheart,5,,,EPIC,,TRUE,,GVG,"Deal $5 damage to a minion.  If it's a friendly Demon, give it +5/+5 instead.",Virtually every member of the pro demon lobby is a warlock. Weird.,,
EX1_507e,NEUTRAL,ENCHANTMENT,Mrgglaargl!,,,,,,,,EXPERT1,+2/+1 from Murloc Warleader.,,,
OG_080ae,NEUTRAL,ENCHANTMENT,Bloodthistle,,,,,,,,OG,Costs (2) less.,,,
KAR_025,WARLOCK,SPELL,Kara Kazham!,5,,,COMMON,,TRUE,,KARA,"Summon a 1/1 Candle, 2/2 Broom, and 3/3 Teapot.",This is what happens when you tell Khadgar to set the table.,,
CFM_025,NEUTRAL,MINION,Wind-up Burglebot,6,5,5,EPIC,,TRUE,MECHANICAL,GANGS,"Whenever this attacks a minion and survives, draw a card.",Don't blame the bot for his crimes...  Blame whoever keeps winding him up!,,
XXX_013,NEUTRAL,SPELL,Discard,0,,,COMMON,,,,CHEAT,Choose a hero.  That hero's controller discards his hand.,,,
TB_PickYourFate_9_EnchMinion,NEUTRAL,ENCHANTMENT,Bonus,,,,,,,,TB,Your <b>Deathrattle</b> minions have +1/+1.,,,
CFM_120,NEUTRAL,MINION,Mistress of Mixtures,1,2,2,COMMON,,TRUE,,GANGS,<b>Deathrattle:</b> Restore 4 Health to both players.,Her favorite mixture is cola and lime.,,
CS2_073e2,ROGUE,ENCHANTMENT,Cold Blood,,,,,,,,EXPERT1,+4 Attack.,,,
NAX5_03,NEUTRAL,SPELL,Mindpocalypse,2,,,,,,,NAXX,Both players draw 2 cards and gain a Mana Crystal.,,,
BRMA10_5,NEUTRAL,MINION,Chromatic Drake,4,7,3,,,,DRAGON,BRM,,,,
XXX_021,NEUTRAL,SPELL,Restore All Health,0,,,COMMON,,,,CHEAT,Restore all Health to a character.,,,
BRMA04_3,NEUTRAL,MINION,Firesworn,0,0,5,,,,,BRM,<b>Deathrattle:</b> Deal 1 damage to the enemy hero for each Firesworn that died this turn.,,,
KARA_04_01h,NEUTRAL,HERO,The Crone,,,30,COMMON,,,,KARA,,,,
NAX15_02,NEUTRAL,HERO_POWER,Frost Blast,0,,,,,,,NAXX,"<b>Hero Power</b>
Deal 2 damage to the enemy hero and <b>Freeze</b> it.",,,
PART_003,NEUTRAL,SPELL,Rusty Horn,1,,,,,,,GVG,Give a minion <b>Taunt</b>.,,,
KARA_09_01heroic,NEUTRAL,HERO,Terestian Illhoof,,,40,,,,,KARA,,,,
XXX_027,NEUTRAL,SPELL,Server Crash,0,,,,,,,CHEAT,Crash the Server.  DON'T BE A FOOL.,,,
KARA_09_07,NEUTRAL,SPELL,Steal Life,6,,,,,,,KARA,Deal $5 damage. Restore #5 Health to your hero.,,,
HERO_09,PRIEST,HERO,Anduin Wrynn,,,30,FREE,,TRUE,,CORE,,,,
OG_249,NEUTRAL,MINION,Infested Tauren,4,2,3,COMMON,,TRUE,,OG,"<b>Taunt</b>
<b>Deathrattle:</b> Summon a 2/2 Slime.",The Overmind and the Old Gods are surprisingly similar.,,
GVG_122,MAGE,MINION,Wee Spellstopper,4,2,5,EPIC,,TRUE,,GVG,Adjacent minions can't be targeted by spells or Hero Powers.,Bane of spellcasters and spelling bees everywhere.,,
GVG_092,NEUTRAL,MINION,Gnomish Experimenter,3,3,2,RARE,,TRUE,,GVG,"<b>Battlecry:</b> Draw a card. If it's a minion, transform it into a Chicken.",He's legitimately surprised every time he turns himself into a chicken.,,
LOE_105e,HUNTER,ENCHANTMENT,Explorer's Hat,,,,,,,,LOE,+1/+1. <b>Deathrattle:</b> Add an Explorer's Hat to your hand.,,,
KAR_044,NEUTRAL,MINION,Moroes,3,1,1,LEGENDARY,,TRUE,,KARA,"<b>Stealth</b>
At the end of your turn, summon a 1/1 Steward.","Moroes runs an army of stewards, but still ends up inflating the balloons himself.",,
TB_CoOpBossSpell_6,NEUTRAL,SPELL,Kill the Lorewalker,0,,,,,,,TB,Destroy Lorewalker Cho.,,,
BRM_020,NEUTRAL,MINION,Dragonkin Sorcerer,4,3,5,COMMON,,TRUE,DRAGON,BRM,"Whenever <b>you</b> target this minion with a spell, gain +1/+1.","Dragonkin Sorcerers be all ""I'm a wizard"" and everyone else be all ""daaaaang"".",,
OG_156,NEUTRAL,MINION,Bilefin Tidehunter,2,2,1,COMMON,,TRUE,MURLOC,OG,<b>Battlecry:</b> Summon a 1/1 Ooze with <b>Taunt</b>.,Bile actually makes for surprisingly sturdy fins.,,
AT_035t,ROGUE,SPELL,Ambush!,0,,,,,,,TGT,"When you draw this, summon a 4/4 Nerubian for your opponent. Draw a card.",,,
EX1_102,NEUTRAL,MINION,Demolisher,3,1,4,RARE,,TRUE,MECHANICAL,EXPERT1,"At the start of your turn, deal 2 damage to a random enemy.","Laying siege isn't fun for anyone.  It's not even all that effective, now that everyone has a flying mount.",,
KARA_00_02a,WARLOCK,MINION,Abyssal,6,6,6,,,,DEMON,KARA,,,,
TB_DeckRecipe_MyDeckID,NEUTRAL,ENCHANTMENT,My Deck ID,,,,,,,,TB,,,,
TB_GreatCurves_01,NEUTRAL,ENCHANTMENT,TB_ClockworkCardDealer,,,,,,,,TB,,,,
EX1_043,NEUTRAL,MINION,Twilight Drake,4,4,1,RARE,,TRUE,DRAGON,EXPERT1,<b>Battlecry:</b> Gain +1 Health for each card in your hand.,Twilight drakes feed on Mystical Energy.  And Tacos.,,
CRED_35,NEUTRAL,MINION,Max McCall,4,9,2,LEGENDARY,,,,CREDITS,Your emotes have no cooldown and can't be squelched.,,,
EX1_096,NEUTRAL,MINION,Loot Hoarder,2,2,1,COMMON,,TRUE,,EXPERT1,<b>Deathrattle:</b> Draw a card.,Always roll need.,,
BRMA12_3,NEUTRAL,SPELL,Brood Affliction: Red,1,,,,,,,BRM,"While this is in your hand, take 1 damage at the start of your turn.",,,
TB_SPT_Minion1e,NEUTRAL,ENCHANTMENT,Will of Stormwind,,,,,,,,TB,Stormwind is granting this card Health.,,,
BRMA05_3He,NEUTRAL,ENCHANTMENT,Living Bomb,,,,,,,,BRM,"On Geddon's turn, deal 10 damage to all of your stuff.",,,
GVG_069a,PRIEST,ENCHANTMENT,Repairs!,,,,,,,,GVG,+4 Health.,,,
AT_037t,DRUID,MINION,Sapling,1,1,1,,,,,TGT,,,,
OG_072,ROGUE,SPELL,Journey Below,1,,,RARE,,TRUE,,OG,<b>Discover</b> a <b>Deathrattle</b> card.,Don't stop believing there's something below.,,
CFM_614e,NEUTRAL,ENCHANTMENT,Savage Mark,,,,,,,,GANGS,1,,,
LOEA07_20,NEUTRAL,SPELL,Boom!,1,,,,,,,LOE,Deal $3 damage to all enemy minions.,,,
EX1_534,HUNTER,MINION,Savannah Highmane,6,6,5,RARE,,TRUE,BEAST,EXPERT1,<b>Deathrattle:</b> Summon two 2/2 Hyenas.,"In the jungle, the mighty jungle, the lion gets slowly consumed by hyenas.",,
KAR_025c,WARLOCK,MINION,Teapot,3,3,3,,,,,KARA,,,,
NEW1_011,WARRIOR,MINION,Kor'kron Elite,4,4,3,COMMON,,TRUE,,CORE,<b>Charge</b>,The Kor'kron are the elite forces of Garrosh Hellscream. Let's just say you don't want to run into these guys while wearing a blue tabard.,,
AT_022,WARLOCK,SPELL,Fist of Jaraxxus,4,,,RARE,,TRUE,,TGT,"When you play or discard this, deal $4 damage to a random enemy.",* Not actually Jaraxxus' fist.,,
TU4b_001,MAGE,HERO,Millhouse Manastorm,,,20,COMMON,,,,MISSIONS,,,,
AT_045ee,NEUTRAL,ENCHANTMENT,Mistcaller Deck Ench,,,,,,,,TGT,,,,
TB_SPT_Minion2e,NEUTRAL,ENCHANTMENT,Emboldened,,,,,,,,TB,Standard Bearer is granting +2 Attack to this minion.,,,
NAX7_02,NEUTRAL,MINION,Understudy,2,0,7,,,,,NAXX,<b>Taunt</b>,,,
EX1_379e,PALADIN,ENCHANTMENT,Repentance,,,,,,,,EXPERT1,Health reduced to 1.,,,
TB_Superfriends002e,ROGUE,ENCHANTMENT,Draw Offensive Play,,,,,,,,TB,"Draw Offensive Play on first, third, and fifth turn",,,
KAR_A10_06,NEUTRAL,MINION,Black Bishop,3,0,6,,,,,KARA,<b>Auto-Attack:</b> Restore 2 Health to adjacent minions.,,,
CS2_073e,ROGUE,ENCHANTMENT,Cold Blood,,,,,,,,EXPERT1,+2 Attack.,,,
TB_FW_ImbaTron,NEUTRAL,MINION,Annoy-o-p-Tron,4,2,3,,,,MECHANICAL,TB,<b>Battlecry:</b> Summon Annoy-o-Tron and Psych-o-Tron.,,,
EX1_611e,HUNTER,ENCHANTMENT,Trapped,,,,,,,,EXPERT1,Will be <b>Frozen</b> again at the start of the next turn.,,,
AT_018,PRIEST,MINION,Confessor Paletress,7,5,4,LEGENDARY,,TRUE,,TGT,<b>Inspire:</b> Summon a random <b>Legendary</b> minion.,She sees into your past and makes you face your fears.  Most common fear:  Getting Majordomo out of Sneed's Old Shredder.,,
CFM_621t8,NEUTRAL,SPELL,Kingsblood,1,,,,,,,GANGS,Draw a card.,,,
FP1_011,HUNTER,MINION,Webspinner,1,1,1,COMMON,,TRUE,BEAST,NAXX,<b>Deathrattle:</b> Add a random Beast card to your hand.,Spider cocoons are like little pi?tas!,,
BRM_001,PALADIN,SPELL,Solemn Vigil,5,,,COMMON,,TRUE,,BRM,Draw 2 cards. Costs (1) less for each minion that died this turn.,"Each year, folk gather in front of Blackrock Mountain to mourn those who were mind-controlled into the lava.",,
LOEA02_10,NEUTRAL,SPELL,Wish for Companionship,0,,,,,,,LOE,<b>Discover</b> a Companion.,,,
NEW1_008,DRUID,MINION,Ancient of Lore,7,5,5,EPIC,,TRUE,,EXPERT1,<b>Choose One -</b> Draw a card; or Restore 5 Health.,"Go ahead, carve your initials in him.",,
AT_132_PRIEST,PRIEST,HERO_POWER,Heal,2,,,,,,,TGT,"<b>Hero Power</b>
Restore #4 Health.",,,
EX1_241,SHAMAN,SPELL,Lava Burst,3,,,RARE,,TRUE,,EXPERT1,Deal $5 damage. <b>Overload:</b> (2),It's like an ocean of liquid magma in your mouth!,,
CS2_201,NEUTRAL,MINION,Core Hound,7,9,5,COMMON,,TRUE,BEAST,CORE,,You don’t tame a Core Hound. You just train it to eat someone else before it eats you.,,
CS1_042,NEUTRAL,MINION,Goldshire Footman,1,1,2,COMMON,,TRUE,,CORE,<b>Taunt</b>,"If 1/2 minions are all that is defending Goldshire, you would think it would have been overrun years ago.",,
TB_Blizzcon2016_LotusEnchant,NEUTRAL,ENCHANTMENT,The Jade Lotus,,,,,,,,TB,,,,
EX1_539,HUNTER,SPELL,Kill Command,3,,,COMMON,,TRUE,,CORE,"Deal $3 damage. If you control a Beast, deal
$5 damage instead.","""Kill!"", he commanded.",,
